avg reward,learning rate,policy_entropy,total_timesteps,fps,nupdates,value_loss,explained_variance,epsilonValue
0.7032372817397118,0.001,2.197218894958496,80,37,1,0.052760083228349686,-303.9344787597656,99.9854546512389
1.6303323820233344,0.001,2.197206497192383,8000,1295,100,0.07740528881549835,-0.12147223949432373,98.54546512388964
2.6273801147937776,0.001,2.1969387531280518,16000,1570,200,0.07591409981250763,0.026758849620819092,97.09093024777928
2.786490058898926,0.001,2.1954216957092285,24000,1698,300,0.3154488801956177,-0.002756834030151367,95.63639537166893
3.026179328560829,0.001,2.189314603805542,32000,1747,400,0.032434575259685516,0.028309524059295654,94.18186049555857
3.373097079992294,0.001,2.179856777191162,40000,1802,500,0.44027942419052124,0.05586117506027222,92.72732561944821
2.4919554620981215,0.001,2.179068088531494,48000,1836,600,0.06274497509002686,-0.0017087459564208984,91.27279074333785
3.9298292070627214,0.001,2.1465580463409424,56000,1858,700,0.010905795730650425,0.35353386402130127,89.81825586722749
3.956598463654518,0.001,2.102642059326172,64000,1874,800,0.08596485108137131,0.05290299654006958,88.36372099111713
1.280481645464897,0.001,1.572090744972229,72000,1886,900,0.006800894625484943,0.5674697756767273,86.90918611500678
2.295762652158737,0.001,1.2872809171676636,80000,1898,1000,0.02826746366918087,0.36965930461883545,85.45465123889642
7.869756865501404,0.001,0.5122396349906921,88000,1913,1100,0.5154180526733398,-0.06738781929016113,84.00011636278606
6.074539232254028,0.001,0.0,96000,1926,1200,1.2407667636871338,0.27143406867980957,82.5455814866757
12.237995934486388,0.001,1.4557455440574525e-18,104000,1936,1300,3.1522717475891113,0.14652425050735474,81.09104661056534
20.204121947288513,0.001,0.0,112000,1944,1400,0.2729119062423706,0.8093490600585938,79.63651173445498
24.260427474975586,0.001,8.271006536116745e-23,120000,1947,1500,43.58106231689453,-0.032094717025756836,78.18197685834463
34.868219232559206,0.001,0.0,128000,1953,1600,0.5988088846206665,0.6917171776294708,76.72744198223427
-29.884208464622496,0.001,0.0,136000,1957,1700,0.62110435962677,0.7677353173494339,75.27290710612391
60.300861263275145,0.001,0.0,144000,1957,1800,10.224410057067871,-1.8631422519683838,73.81837223001355
-40.56855478286743,0.001,0.0,152000,1957,1900,68.67894744873047,-0.3730202913284302,72.3638373539032
-47.60300159454346,0.001,0.0,160000,1958,2000,51.64690017700195,-0.6109116077423096,70.90930247779283
31.37816541194916,0.001,0.0,168000,1963,2100,0.44631466269493103,0.8445791155099869,69.45476760168248
-51.431446719169614,0.001,2.2190162299871355e-27,176000,1965,2200,110.32997131347656,-0.3263425827026367,68.00023272557212
-2.748871614970267,0.001,0.0,184000,1969,2300,0.46984416246414185,0.8137072175741196,66.54569784946176
69.4122230052948,0.001,0.0,192000,1972,2400,22.446718215942383,-4.585179805755615,65.0911629733514
-65.34381141662598,0.001,0.0,200000,1977,2500,3.310046434402466,0.6970550119876862,63.63662809724122
-55.22283844947815,0.001,1.7016787852676962e-37,208000,1979,2600,50.867881774902344,-1.2400784492492676,62.182093221131574
85.39340047836303,0.001,0.0,216000,1981,2700,4.0621724128723145,0.7299126088619232,60.727558345021926
33.08926794528961,0.001,0.0,224000,1983,2800,1.3372315168380737,0.68281689286232,59.27302346891228
20.523894810676573,0.001,0.0,232000,1981,2900,2.0762860774993896,-0.6226111650466919,57.81848859280263
99.44220170974731,0.001,0.0,240000,1982,3000,17.239858627319336,-3.0750269889831543,56.36395371669298
90.63423852920532,0.001,0.11400429904460907,248000,1984,3100,3.716815948486328,0.7452139854431152,54.909418840583335
54.238792705535886,0.001,0.0,256000,1986,3200,1.8433611392974854,0.7785679996013641,53.45488396447369
