total_timesteps,explained_variance,learning rate,value_loss,nupdates,avg reward,fps,policy_entropy
80,-3.8388991355895996,0.001,3.6993773392168805e-05,1,-0.003516492372727953,45,1.7917592525482178
8000,0.04808741807937622,0.001,0.0835765153169632,100,0.22702715660561806,1292,1.7917587757110596
16000,0.08662647008895874,0.001,0.01793571375310421,200,0.17585714190208818,1507,1.7917582988739014
24000,-0.0028804540634155273,0.001,0.05567159503698349,300,0.36773485541343687,1592,1.791754961013794
32000,0.019009411334991455,0.001,0.07706531882286072,400,0.7551663048565388,1652,1.791733980178833
40000,0.3085513710975647,0.001,0.0366370864212513,500,1.1031350031495095,1695,1.7916879653930664
48000,0.2882079482078552,0.001,0.052716851234436035,600,1.5364660635590552,1725,1.7913017272949219
56000,0.31184619665145874,0.001,0.14463233947753906,700,1.515127608180046,1749,1.790891408920288
64000,0.18473100662231445,0.001,0.11434544622898102,800,1.4140170693397522,1757,1.7885410785675049
72000,0.39531272649765015,0.001,0.034251563251018524,900,1.107401142269373,1762,1.7874526977539062
80000,0.580775648355484,0.001,0.04579578712582588,1000,1.4317156702280045,1775,1.779860496520996
88000,0.33389103412628174,0.001,0.0708879679441452,1100,0.8146557882428169,1790,1.7864172458648682
96000,0.36648011207580566,0.001,0.06541428714990616,1200,1.1332928404211997,1798,1.7856166362762451
104000,0.3146156072616577,0.001,0.04514271765947342,1300,0.9072196677327156,1809,1.7888540029525757
112000,0.916856937110424,0.001,0.014972117729485035,1400,1.5306314446032048,1814,1.7685350179672241
120000,0.3983728289604187,0.001,0.03227889910340309,1500,0.6247682265937329,1818,1.7754249572753906
128000,0.6161398887634277,0.001,0.0552683100104332,1600,1.0469073340296746,1826,1.7568998336791992
136000,0.5640573799610138,0.001,0.0656682699918747,1700,1.1830161906778813,1834,1.7678353786468506
144000,0.9732295516878366,0.001,0.0059899515472352505,1800,1.780770292878151,1838,1.760953664779663
152000,0.8485730886459351,0.001,0.031252894550561905,1900,1.9736427053809167,1839,1.7513878345489502
160000,0.4526967406272888,0.001,0.18333899974822998,2000,1.7360430344939233,1843,1.7746117115020752
168000,0.602355569601059,0.001,0.06870527565479279,2100,1.073394338414073,1845,1.7821643352508545
176000,0.7099061608314514,0.001,0.03699417784810066,2200,1.0808528535068036,1836,1.7864656448364258
184000,0.9549647457897663,0.001,0.006287646479904652,2300,0.9512701649218798,1834,1.787038803100586
192000,0.8915646597743034,0.001,0.016962723806500435,2400,0.8325741369277239,1834,1.7839189767837524
200000,0.8711225837469101,0.001,0.019359534606337547,2500,1.2070576056838036,1834,1.7840306758880615
208000,0.8879717513918877,0.001,0.018059082329273224,2600,1.1493914660066367,1834,1.780243158340454
216000,0.7663015127182007,0.001,0.02940095029771328,2700,1.3252693437039853,1838,1.7658535242080688
224000,0.9880593856796622,0.001,0.002443315926939249,2800,1.1880143269896508,1840,1.7724132537841797
232000,0.7728925496339798,0.001,0.026872778311371803,2900,1.163617580384016,1838,1.7676994800567627
240000,0.8374976515769958,0.001,0.026589900255203247,3000,1.511017518490553,1842,1.7499574422836304
248000,0.9827428534626961,0.001,0.0016837746370583773,3100,0.9571636773645877,1842,1.7672605514526367
256000,0.8840752318501472,0.001,0.02472800575196743,3200,1.4843177631497384,1845,1.7072679996490479
264000,0.8328210562467575,0.001,0.02652743086218834,3300,1.0289036639034748,1847,1.7562834024429321
272000,0.7631601244211197,0.001,0.02954772114753723,3400,1.1419771779328585,1850,1.7560584545135498
280000,0.8709626793861389,0.001,0.03087448701262474,3500,1.1758688170462848,1851,1.7309153079986572
288000,0.7890243679285049,0.001,0.04082329943776131,3600,1.2260859072208405,1855,1.6929324865341187
296000,0.815258800983429,0.001,0.058747999370098114,3700,1.2851574547588824,1856,1.682885766029358
