total_timesteps,fps,policy_entropy,explained_variance,nupdates,value_loss,avgReward
80,215,1.3856475353240967,-98.01525115966797,1,0.0006703128456138074,-0.07750568920746445
8000,770,1.3853412866592407,0.011417746543884277,100,0.012125966139137745,-0.0033986043417826295
16000,775,1.3854690790176392,-2.769670248031616,200,5.8684683608589694e-05,0.0300724956439808
24000,782,1.3854072093963623,-6.181927680969238,300,0.0002699730102904141,0.12978696608915924
32000,788,1.3853925466537476,-0.1127387285232544,400,0.009118610993027687,0.20335077326744794
40000,791,1.3846089839935303,-0.04507923126220703,500,0.012039822526276112,0.26208909284323456
48000,791,1.3830054998397827,-0.47500574588775635,600,0.002288066316395998,0.1928287349641323
56000,793,1.3824105262756348,0.017589271068572998,700,0.04278409481048584,0.27774569410830735
64000,795,1.3852522373199463,-0.13350653648376465,800,0.006446969695389271,0.25481235049664974
72000,797,1.3809168338775635,-0.22876107692718506,900,0.002209919271990657,0.24820529874414204
80000,798,1.3689988851547241,-0.2061312198638916,1000,0.0052246516570448875,0.3560765963047743
88000,799,1.3843222856521606,0.0016829967498779297,1100,0.04018817096948624,0.5262403395026922
96000,801,1.3791160583496094,-0.005357623100280762,1200,0.06064639240503311,0.23399807401001455
104000,802,1.3468213081359863,0.00502324104309082,1300,0.033553432673215866,0.28643528260290624
112000,803,1.3818327188491821,0.01218116283416748,1400,0.03051168844103813,0.42311761267483233
120000,804,1.3852636814117432,0.024437427520751953,1500,0.031127572059631348,0.28364915736019614
128000,805,1.3835229873657227,-0.0043326616287231445,1600,0.014111300930380821,0.2978474721312523
136000,805,1.3791184425354004,-0.022244691848754883,1700,0.0008359559578821063,0.15977493319660424
144000,806,1.3811588287353516,0.5328363478183746,1800,2.1135920178494416e-05,0.15228026565164327
152000,806,1.3780193328857422,0.05331981182098389,1900,0.0011980847921222448,0.06673808274790645
160000,806,1.3814723491668701,0.01644742488861084,2000,0.01800910197198391,0.24224565457552671
168000,808,1.3848379850387573,-0.06761181354522705,2100,0.007884749211370945,0.2773132238537073
176000,808,1.3857778310775757,-0.06726694107055664,2200,0.0022174990735948086,0.14368672333657742
184000,808,1.3833563327789307,-0.023820042610168457,2300,0.002607398433610797,0.2664876265451312
192000,808,1.3843218088150024,0.12819349765777588,2400,0.0009539832244627178,0.12855688482522964
200000,809,1.3848564624786377,0.018917500972747803,2500,0.02087612822651863,0.16533206030726433
208000,809,1.3845818042755127,0.007466733455657959,2600,0.006690517067909241,0.16746680438518524
216000,810,1.3841817378997803,0.04171574115753174,2700,0.030940765514969826,0.2395071817561984
224000,810,1.3839137554168701,0.028877973556518555,2800,0.013518832623958588,0.21314974762499334
232000,811,1.3829265832901,0.07964521646499634,2900,0.005314753390848637,0.20436444710940121
240000,811,1.384016752243042,0.14806491136550903,3000,0.0011240688618272543,0.20080531053245068
248000,811,1.3835341930389404,0.038188278675079346,3100,0.009608126245439053,0.2904927833005786
256000,812,1.3841960430145264,0.026844561100006104,3200,0.05055335909128189,0.3123132148757577
264000,812,1.3844659328460693,0.06685245037078857,3300,0.01896430179476738,0.22084898967295885
272000,812,1.384786605834961,0.07858747243881226,3400,0.01758262887597084,0.2415333915501833
280000,813,1.386136531829834,0.044841468334198,3500,0.02428269200026989,0.2575709717348218
288000,813,1.384629726409912,0.2504618167877197,3600,0.0010857179295271635,0.18027428332716228
296000,813,1.38531494140625,0.09121465682983398,3700,0.0014042472466826439,0.17497744634747506
304000,813,1.385912537574768,0.2933810353279114,3800,0.0009372793138027191,0.104880525264889
312000,814,1.3861298561096191,0.05500471591949463,3900,0.02897787094116211,0.22653173711150884
